index,dialog_id,unique_id,role,content,intent,music_attribute
5784,fc3dfe0bc56ee590,fc3dfe0bc56ee590:3:user,user,"I do like them, let's round up shall we","['continue', 'accept_response']",['none']
5785,fc3dfe0bc56ee590,fc3dfe0bc56ee590:3:system,system,[MUSIC]Have a good weekend,"['sympathetic_response', 'active_recommend']",['none']
5786,fc3dfe0bc56ee590,fc3dfe0bc56ee590:4:user,user,Oh lastly wizard can you add a few of maroon 5 to the playlist,['add_filter'],['artist']
5787,fc3dfe0bc56ee590,fc3dfe0bc56ee590:4:system,system,[MUSIC]No problem,"['passive_recommend', 'sympathetic_response']",['none']
5788,fc60b4fcab13d44d,fc60b4fcab13d44d:0:user,user,Hi I would like to make a play list,"['initial_query', 'greeting']",['none']
5789,fc60b4fcab13d44d,fc60b4fcab13d44d:0:system,system,Hello! I'm happy to help! What kind of playlist? Do you have a preference in terms of artists or genre?,"['detail_attribute_request', 'sympathetic_response']","['artist', 'genre']"
5790,fc60b4fcab13d44d,fc60b4fcab13d44d:1:user,user,Can we make one for a children's playgroup,['add_filter'],"['user', 'theme']"
5791,fc60b4fcab13d44d,fc60b4fcab13d44d:1:system,system,[MUSIC]Here is a selection of children's songs. Let me know if you like them,"['feedback_request', 'parroting_response', 'passive_recommend']",['user']
5792,fc60b4fcab13d44d,fc60b4fcab13d44d:2:user,user,These are great do you have some more that maybe have some ABC in it.,"['add_filter', 'accept_response']",['none']
5793,fc60b4fcab13d44d,fc60b4fcab13d44d:2:system,system,[MUSIC]Check these ones out! Any other songs that you want me to search for?,"['detail_attribute_request', 'passive_recommend', 'sympathetic_response']",['none']
5794,fc60b4fcab13d44d,fc60b4fcab13d44d:3:user,user,"I did not like the disco, rap ones. but the others were great. do you think you could find maybe some Disney song ?","['add_filter', 'remove_filter', 'accept_response', 'reject_response']",['genre']
5795,fc60b4fcab13d44d,fc60b4fcab13d44d:3:system,system,[MUSIC]Got it! Good taste! Here are some popular Disney songs. Check them out!,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['popularity']
5796,fc60b4fcab13d44d,fc60b4fcab13d44d:4:user,user,Great that is enough Disney maybe a couple more Cocomelon?,"['add_filter', 'accept_response']",['artist']
5797,fc60b4fcab13d44d,fc60b4fcab13d44d:4:system,system,[MUSIC],['passive_recommend'],['none']
5798,2280796ea6908dfc,2280796ea6908dfc:0:user,user,I want to create a playlist to meditate to,"['initial_query', 'add_filter']",['theme']
5799,2280796ea6908dfc,2280796ea6908dfc:0:system,system,"sure thing, is there a specific goal, chakara, or deity this meditation will be focused around?","['detail_attribute_request', 'sympathetic_response']",['theme']
5800,2280796ea6908dfc,2280796ea6908dfc:1:user,user,I usually focus on Crown Chakara,['add_filter'],['theme']
5801,2280796ea6908dfc,2280796ea6908dfc:1:system,system,[MUSIC]Here are some Crow Chakra meditations,"['parroting_response', 'passive_recommend']",['theme']
5802,2280796ea6908dfc,2280796ea6908dfc:2:user,user,Got something for spiritual cleansing and healing?,['add_filter'],['theme']
5803,2280796ea6908dfc,2280796ea6908dfc:2:system,system,[MUSIC]Here are some tracks for spiritual cleansing and healing,"['parroting_response', 'passive_recommend']",['theme']
5804,2280796ea6908dfc,2280796ea6908dfc:3:user,user,Got any songs to help relieve anxiety?,['add_filter'],"['theme', 'mood']"
5805,2280796ea6908dfc,2280796ea6908dfc:3:system,system,[MUSIC]Here is some for Anxiety Relief,"['parroting_response', 'passive_recommend']",['theme']
5806,2280796ea6908dfc,2280796ea6908dfc:4:user,user,"Lastly, do you have any songs that connects one with nature and its elements?",['add_filter'],['theme']
5807,2280796ea6908dfc,2280796ea6908dfc:4:system,system,[MUSIC]Here are some recomendations,"['parroting_response', 'passive_recommend']",['none']
5808,7836858fd9aa9f03,7836858fd9aa9f03:0:user,user,Hello I would like to create a playlist traditional American song.,"['initial_query', 'greeting', 'add_filter']",['culture']
5809,7836858fd9aa9f03,7836858fd9aa9f03:0:system,system,"Humm. Not sure what that entails. Could you narrow it down a bit. Anthem? Country, Jazz, Pop, Classical or Church choirs?","['detail_attribute_request', 'sympathetic_response']","['genre', 'culture']"
5810,7836858fd9aa9f03,7836858fd9aa9f03:1:user,user,please help me with country songs,['add_filter'],['genre']
5811,7836858fd9aa9f03,7836858fd9aa9f03:1:system,system,[MUSIC]Alright! i did find a category of traditional American folk songs.,"['parroting_response', 'passive_recommend', 'sympathetic_response']",['genre']
5812,7836858fd9aa9f03,7836858fd9aa9f03:2:user,user,give me some more to choose from. these are just two.,['continue'],['none']
5813,7836858fd9aa9f03,7836858fd9aa9f03:2:system,system,[MUSIC]Yes. I certainly plan too.,"['active_recommend', 'sympathetic_response']",['none']
5814,7836858fd9aa9f03,7836858fd9aa9f03:3:user,user,some more song. can u give me MIchel Jackson,['add_filter'],['artist']
5815,7836858fd9aa9f03,7836858fd9aa9f03:3:system,system,[MUSIC]Of Course. Michael; Jackson is not a country singer. I'll add Billie Jean to the list.,"['parroting_response', 'passive_recommend', 'sympathetic_response']",['artist']
5816,7836858fd9aa9f03,7836858fd9aa9f03:4:user,user,"wow, these are awasome. some more please.","['accept_response', 'continue']",['none']
5817,7836858fd9aa9f03,7836858fd9aa9f03:4:system,system,[MUSIC]you bet! This helps me choose better picks just for you.,"['active_recommend', 'sympathetic_response']",['none']
5818,7836858fd9aa9f03,7836858fd9aa9f03:5:user,user,some more from lady gaga and Billy Jean please,['add_filter'],['artist']
5819,7836858fd9aa9f03,7836858fd9aa9f03:5:system,system,"[MUSIC]Poker Face , Billie Jean and Bobby Jean are all at the top. The first three there. I'm going to take a guess that you don't want anymore country songs then?","['parroting_response', 'passive_recommend', 'detail_attribute_request']","['artist', 'genre']"
5820,5efc2ccf90b450c0,5efc2ccf90b450c0:0:user,user,I want to create playlist for when I'm sad,"['initial_query', 'add_filter']",['mood']
5821,5efc2ccf90b450c0,5efc2ccf90b450c0:0:system,system,"[MUSIC]Hi, I can help. Did you want sad songs or more upbeat songs to make you feel better? Maybe a mix of both?","['detail_attribute_request', 'sympathetic_response', 'passive_recommend']",['mood']
5822,5efc2ccf90b450c0,5efc2ccf90b450c0:1:user,user,"I want sad songs only, hiphop genre",['add_filter'],"['mood', 'genre']"
5823,5efc2ccf90b450c0,5efc2ccf90b450c0:1:system,system,[MUSIC]Here are some recommendations,['passive_recommend'],['none']
5824,5efc2ccf90b450c0,5efc2ccf90b450c0:2:user,user,I like Sad by XXX,['add_filter'],"['track', 'artist']"
5825,5efc2ccf90b450c0,5efc2ccf90b450c0:2:system,system,That is already in the playlist,['others'],['none']
5826,5efc2ccf90b450c0,5efc2ccf90b450c0:3:user,user,"Can we add songs from juice wrld, he sings sad songs",['add_filter'],"['artist', 'mood']"
5827,5efc2ccf90b450c0,5efc2ccf90b450c0:3:system,system,"[MUSIC]I have added some, did I miss any of your favorites?","['detail_attribute_request', 'passive_recommend']",['none']
5828,5efc2ccf90b450c0,5efc2ccf90b450c0:4:user,user,"Yes, Please add ""all girls are the same, Ring, sad, anxiety, legends never die, better off alone",['add_filter'],['track']
5829,5efc2ccf90b450c0,5efc2ccf90b450c0:4:system,system,"[MUSIC]I have added those songs, besides better off alone, which is not in our database","['parroting_response', 'passive_recommend']",['track']
5830,5efc2ccf90b450c0,5efc2ccf90b450c0:5:user,user,"The Lucid dreams you added here isn't the original song, can you check it out please","['remove_filter', 'reject_response']",['track']
5831,5efc2ccf90b450c0,5efc2ccf90b450c0:5:system,system,[MUSIC]That is the only one available in the database besides a remix. I added both again. How are those?,"['feedback_request', 'passive_recommend']",['none']
5832,5efc2ccf90b450c0,5efc2ccf90b450c0:6:user,user,ok please can you add legends never die by juice wrld,['add_filter'],"['track', 'artist']"
5833,5efc2ccf90b450c0,5efc2ccf90b450c0:6:system,system,[MUSIC]I have added what was populated.,['passive_recommend'],['none']
5834,188aabb9cbfa85ab,188aabb9cbfa85ab:0:user,user,"Hi, I want to make a playlist of sad songs","['initial_query', 'greeting', 'add_filter']",['mood']
5835,188aabb9cbfa85ab,188aabb9cbfa85ab:0:system,system,"[MUSIC]Hi, I can help with that! Here are some songs to start. Do you prefer to hear any particular artists","['detail_attribute_request', 'sympathetic_response', 'passive_recommend']",['artist']
5836,188aabb9cbfa85ab,188aabb9cbfa85ab:1:user,user,"Yes please, I want to listen to lorde, justin timberlake and adele.",['add_filter'],['artist']
5837,188aabb9cbfa85ab,188aabb9cbfa85ab:1:system,system,[MUSIC]Here are some songs by those artists. Any favorites I missed?,"['detail_attribute_request', 'parroting_response', 'passive_recommend']",['artist']
5838,188aabb9cbfa85ab,188aabb9cbfa85ab:2:user,user,I love these songs. I want some sza and summer's songs,"['add_filter', 'accept_response']",['artist']
5839,188aabb9cbfa85ab,188aabb9cbfa85ab:2:system,system,[MUSIC]I assumed you mean Summer Walker? So i have added songs by both of those artists. Would you like some songs by Jhene Aiko or Kehlani?,"['detail_attribute_request', 'parroting_response', 'passive_recommend']",['artist']
5840,188aabb9cbfa85ab,188aabb9cbfa85ab:3:user,user,Yes I meant Summer Walker. Yes please. Jhene Aiko and Kehlani are my my favs as well.,['add_filter'],['artist']
5841,188aabb9cbfa85ab,188aabb9cbfa85ab:3:system,system,[MUSIC]Great! I have added both artists to your playlist!,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
5842,188aabb9cbfa85ab,188aabb9cbfa85ab:4:user,user,Thank you! I love my playlist,['accept_response'],['none']
5843,188aabb9cbfa85ab,188aabb9cbfa85ab:4:system,system,[MUSIC]No problem. Enjoy!,"['sympathetic_response', 'active_recommend']",['none']
5844,af03948a263b8344,af03948a263b8344:0:user,user,"Hi, i would love to have a playlist with some retro songs","['initial_query', 'greeting', 'add_filter']",['year']
5845,af03948a263b8344,af03948a263b8344:0:system,system,"[MUSIC]Im unsure what you mean retro. Can you clarify? 80s,90s, etc?","['detail_attribute_request', 'passive_recommend']",['year']
5846,af03948a263b8344,af03948a263b8344:1:user,user,anything between 80s to early 2000s would do,['add_filter'],['year']
5847,af03948a263b8344,af03948a263b8344:1:system,system,[MUSIC]Here is a mix of each. nt like,['passive_recommend'],['none']
5848,af03948a263b8344,af03948a263b8344:2:user,user,the options are good. Maybe something from Brandy and Ashanti,"['add_filter', 'accept_response']",['artist']
5849,af03948a263b8344,af03948a263b8344:2:system,system,[MUSIC]How are these?,"['feedback_request', 'passive_recommend']",['none']
5850,af03948a263b8344,af03948a263b8344:3:user,user,perfect. how about Celine dion?,"['add_filter', 'accept_response']",['artist']
5851,af03948a263b8344,af03948a263b8344:3:system,system,[MUSIC]Here are some songs by Celine Dion!,"['passive_recommend', 'parroting_response']",['artist']
5852,af03948a263b8344,af03948a263b8344:4:user,user,great selection. what other songs do you think you can add?,"['continue', 'accept_response']",['none']
5853,af03948a263b8344,af03948a263b8344:4:system,system,[MUSIC]How about these?,"['feedback_request', 'active_recommend']",['none']
5854,e21353fcfbdc915c,e21353fcfbdc915c:0:user,user,Can you create a Blink 182 playlist?,"['initial_query', 'add_filter']",['artist']
5855,e21353fcfbdc915c,e21353fcfbdc915c:0:system,system,[MUSIC]Hello! Nice choice! I added a few songs that you might like. Any other artist or preference?,"['detail_attribute_request', 'sympathetic_response', 'passive_recommend']",['artist']
5856,e21353fcfbdc915c,e21353fcfbdc915c:1:user,user,Taking Back Sunday,['add_filter'],['artist']
5857,e21353fcfbdc915c,e21353fcfbdc915c:1:system,system,[MUSIC]Check out the selection of Taking Back Sunday songs that I added.,"['parroting_response', 'passive_recommend']",['artist']
5858,e21353fcfbdc915c,e21353fcfbdc915c:2:user,user,Add Hawthorne Heights to the playlist.,['add_filter'],['artist']
5859,e21353fcfbdc915c,e21353fcfbdc915c:2:system,system,[MUSIC]Good taste! Here are a few more songs for your choice. Any other artist or genre?,"['detail_attribute_request', 'sympathetic_response', 'passive_recommend', 'active_recommend']","['artist', 'genre']"
5860,e21353fcfbdc915c,e21353fcfbdc915c:3:user,user,Rammstein,['add_filter'],['artist']
5861,e21353fcfbdc915c,e21353fcfbdc915c:3:system,system,[MUSIC]I added more songs to the list. Let me know if you like them,"['feedback_request', 'passive_recommend']",['none']
5862,e21353fcfbdc915c,e21353fcfbdc915c:4:user,user,I do thanks. How about some metal from Chimaira?,"['add_filter', 'accept_response']","['artist', 'genre']"
5863,e21353fcfbdc915c,e21353fcfbdc915c:4:system,system,[MUSIC],['passive_recommend'],['none']
5864,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:0:user,user,Hi wizard,['greeting'],['none']
5865,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:0:system,system,Hello what would like to listen to?,"['detail_attribute_request', 'sympathetic_response']",['none']
5866,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:1:user,user,I would like to listen to some Tory lanez and trey songs,"['initial_query', 'add_filter']",['artist']
5867,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:1:system,system,[MUSIC]Good choice,"['sympathetic_response', 'passive_recommend']",['none']
5868,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:2:user,user,"I like these, can you add tory lanez Alone at prom album to the playlist","['add_filter', 'accept_response']","['track', 'artist']"
5869,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:2:system,system,[MUSIC]Lets try these songs,"['sympathetic_response', 'passive_recommend']",['none']
5870,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:3:user,user,"You're awesome wizard, these are good",['accept_response'],['none']
5871,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:3:system,system,Thanks anything else,"['detail_attribute_request', 'sympathetic_response']",['none']
5872,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:4:user,user,"Yes, can you add a lot of the weeknd songs to the playlist to round it all up",['add_filter'],['artist']
5873,372aa3c5f9cb2c3d,372aa3c5f9cb2c3d:4:system,system,[MUSIC]Definitely! Here are a few songs by The Weeknd,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
5874,6dd9f986cc1bdb36,6dd9f986cc1bdb36:0:user,user,"Hi, I want to create a banging Hip Hop playlist to vibe to","['initial_query', 'greeting', 'add_filter']","['mood', 'genre']"
5875,6dd9f986cc1bdb36,6dd9f986cc1bdb36:0:system,system,[MUSIC]Hi...here are a few for you to check out.,"['sympathetic_response', 'passive_recommend']",['none']
5876,6dd9f986cc1bdb36,6dd9f986cc1bdb36:1:user,user,These are banging! Can we add some Rick Ross?,"['add_filter', 'accept_response']",['artist']
5877,6dd9f986cc1bdb36,6dd9f986cc1bdb36:1:system,system,[MUSIC]Sure! How are these for ya?,"['feedback_request', 'sympathetic_response', 'passive_recommend']",['none']
5878,6dd9f986cc1bdb36,6dd9f986cc1bdb36:2:user,user,These are nice. Please throw in some Lil Wayne and some Lil Baby too,"['add_filter', 'accept_response']",['artist']
5879,6dd9f986cc1bdb36,6dd9f986cc1bdb36:2:system,system,[MUSIC]Cool. Here ya go.,"['sympathetic_response', 'passive_recommend']",['none']
5880,b56b3e76be9b5614,b56b3e76be9b5614:0:user,user,"Hello, I'd like some very relaxing music for days when I'm very stressed after a long day. I like ambient soothing music with no vocals, please.","['initial_query', 'greeting', 'add_filter']","['mood', 'genre', 'vocal']"
5881,b56b3e76be9b5614,b56b3e76be9b5614:0:system,system,[MUSIC]here are some ambient relaxing tracks,"['parroting_response', 'passive_recommend']",['mood']
5882,b56b3e76be9b5614,b56b3e76be9b5614:1:user,user,"I don't like the suggestions by Daughter. It's very rock heavy with guitar and drums. I need soft relaxing soothing no vocals, no drums, no harsh instruments.","['add_filter', 'remove_filter', 'reject_response']","['instrument', 'vocal']"
5883,b56b3e76be9b5614,b56b3e76be9b5614:1:system,system,[MUSIC]here are some more tracks,['passive_recommend'],['none']
5884,b56b3e76be9b5614,b56b3e76be9b5614:2:user,user,"I really like the songs you suggested by Antent, Occas, Stellardrone, Tryggve Malmberg and alike. This is exactly what I'm looking for. Thanks!","['add_filter', 'accept_response']",['artist']
5885,b56b3e76be9b5614,b56b3e76be9b5614:2:system,system,[MUSIC]here is some more by similar artists,['passive_recommend'],['artist']
5886,b56b3e76be9b5614,b56b3e76be9b5614:3:user,user,"I don't mind ambient songs with piano is it's very subtle and soft. I don't like piano if it's sharp or the focus of the song. The music titled ""What Matters Most"" by Nathaniel Rembrandt is a perfect example of soft piano that I am ok with. I do, however, prefer no piano overall or too dominant among the suggestion, but a few with piano, if soft, is ok. The song ""Underneath"" is a terrible suggestion and is not ambient.","['add_filter', 'remove_filter', 'accept_response', 'reject_response']","['instrument', 'artist', 'mood', 'track']"
5887,b56b3e76be9b5614,b56b3e76be9b5614:3:system,system,[MUSIC]here a few more sugestions,['passive_recommend'],['none']
5888,b56b3e76be9b5614,b56b3e76be9b5614:4:user,user,"I don't like the song Divine as it's not ambient and very loud and fast paced. I don't care for any of the Aurelin songs at all. I do like the other suggestions of Atmosphere, Newborn Soul, and Spiritual Awakening by Tejal Yann and are great ambient songs. I especially love the suggestion Espira Naturesque by Miriam van Steeg which is perfect; I love the ambient tones with soft nature and moving water sounds.","['add_filter', 'remove_filter', 'accept_response', 'reject_response']","['artist', 'mood', 'tempo', 'track']"
5889,b56b3e76be9b5614,b56b3e76be9b5614:4:system,system,[MUSIC]here are some relaxing nature sounds,"['parroting_response', 'passive_recommend']",['mood']
5890,40bd752d9238333e,40bd752d9238333e:0:user,user,I would like to create an electrifying EDM playlist that will make me want to dance,"['initial_query', 'add_filter']","['theme', 'mood', 'genre']"
5891,40bd752d9238333e,40bd752d9238333e:0:system,system,"[MUSIC]EDM! Electrifying EDM! Ok, here are a few songs for your review","['parroting_response', 'sympathetic_response', 'passive_recommend']",['genre']
5892,40bd752d9238333e,40bd752d9238333e:1:user,user,"oh idont know any of those, I'll have to listen to them all to see what I think",['others'],['none']
5893,40bd752d9238333e,40bd752d9238333e:1:system,system,"[MUSIC]Ok, here are a few more mainstream EDM songs that may be more familiar","['parroting_response', 'active_recommend']",['genre']
5894,40bd752d9238333e,40bd752d9238333e:2:user,user,"some of the intros take so long to get to the song part, thats why it takes me a bit. i hope that is okay. so far I like them all, and my bird is dancing too so she must approve","['accept_response', 'others']",['none']
5895,40bd752d9238333e,40bd752d9238333e:2:system,system,[MUSIC]Sure no worries! Yay that the bird is dancing! Here's a few more,"['sympathetic_response', 'active_recommend']",['none']
5896,40bd752d9238333e,40bd752d9238333e:3:user,user,these are great songs too!,['accept_response'],['none']
5897,40bd752d9238333e,40bd752d9238333e:3:system,system,[MUSIC]Great! Here's a small handful more,"['sympathetic_response', 'active_recommend']",['none']
5898,6441e07c2093a2e8,6441e07c2093a2e8:0:user,user,hello i would like to create a playlist.,"['initial_query', 'greeting']",['theme']
5899,6441e07c2093a2e8,6441e07c2093a2e8:0:system,system,let's get some music for you. Who are your favorite artists?,"['detail_attribute_request', 'sympathetic_response']",['artist']
5900,6441e07c2093a2e8,6441e07c2093a2e8:1:user,user,"well i love travis scott, Bebe rexha, halsey, kehlani, big sean can you mix it up?",['add_filter'],['artist']
5901,6441e07c2093a2e8,6441e07c2093a2e8:1:system,system,"[MUSIC]You got it, here are some options for you :)","['sympathetic_response', 'passive_recommend']",['none']
5902,6441e07c2093a2e8,6441e07c2093a2e8:2:user,user,great songs. How about something from justine skye?,"['add_filter', 'accept_response']",['artist']
5903,6441e07c2093a2e8,6441e07c2093a2e8:2:system,system,"[MUSIC]Of course, ere are some Justine Skye songs for you :)","['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
5904,6441e07c2093a2e8,6441e07c2093a2e8:3:user,user,i want rap music,['add_filter'],['genre']
5905,6441e07c2093a2e8,6441e07c2093a2e8:3:system,system,[MUSIC]Here's some more Travis Scott & Young Thug,['passive_recommend'],['artist']
5906,6441e07c2093a2e8,6441e07c2093a2e8:4:user,user,Great songs . I need some songs from kendrick lamar,"['add_filter', 'accept_response']",['artist']
5907,6441e07c2093a2e8,6441e07c2093a2e8:4:system,system,[MUSIC]Heree are some songs from Kung-Fu Kenny :),"['sympathetic_response', 'passive_recommend', 'active_recommend']",['artist']
5908,6441e07c2093a2e8,6441e07c2093a2e8:5:user,user,Kung-Fu Kenny is hard. How about some take off to take this playlist off?,['add_filter'],['artist']
5909,6441e07c2093a2e8,6441e07c2093a2e8:5:system,system,[MUSIC]You got it :),"['sympathetic_response', 'passive_recommend']",['none']
5910,6441e07c2093a2e8,6441e07c2093a2e8:6:user,user,the weeknd,['add_filter'],['artist']
5911,6441e07c2093a2e8,6441e07c2093a2e8:6:system,system,[MUSIC]Here's some options from the Weeknd,"['parroting_response', 'passive_recommend']",['artist']
5912,6441e07c2093a2e8,6441e07c2093a2e8:7:user,user,The weeknd added the perfect touch to it. I love the playlist.,['accept_response'],['artist']
5913,6441e07c2093a2e8,6441e07c2093a2e8:7:system,system,Nice! I'm glad you enjoy it :),['sympathetic_response'],['none']
5914,6441e07c2093a2e8,6441e07c2093a2e8:8:user,user,Play me Strawberry and Flakes by Lilvick,['add_filter'],"['track', 'artist']"
5915,6441e07c2093a2e8,6441e07c2093a2e8:8:system,system,[MUSIC]Here it is,['passive_recommend'],['none']
5916,dddfce5a0e61e805,dddfce5a0e61e805:0:user,user,I want to create a playlist to put up my Christmas decorations.,"['initial_query', 'add_filter']",['theme']
5917,dddfce5a0e61e805,dddfce5a0e61e805:0:system,system,"Ok, any particular genre or years to focus on for the songs?",['detail_attribute_request'],"['year', 'genre']"
5918,dddfce5a0e61e805,dddfce5a0e61e805:1:user,user,"I am looking for Christmas music from the Muppets, Dolly Parton, Bing Crosby, Brenda Lee",['add_filter'],['artist']
5919,dddfce5a0e61e805,dddfce5a0e61e805:1:system,system,[MUSIC]Sounds great! Here are a few songs to review for your playlist,"['passive_recommend', 'sympathetic_response']",['none']
5920,dddfce5a0e61e805,dddfce5a0e61e805:2:user,user,These are perfect!,['accept_response'],['none']
5921,dddfce5a0e61e805,dddfce5a0e61e805:2:system,system,[MUSIC]Excellent! Here are a few more along the same line,"['sympathetic_response', 'active_recommend']",['none']
5922,dddfce5a0e61e805,dddfce5a0e61e805:3:user,user,"How about Paul McCartney, Alvin & The Chipmunks, Jose Feliciano, The Jackson 5",['add_filter'],['artist']
5923,dddfce5a0e61e805,dddfce5a0e61e805:3:system,system,"[MUSIC]Definitely! Christmas songs by Paul McCartney, Alvin & The Chipmunks, Jose Feliciano, & The Jackson 5 now included in your playlist for review","['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
5924,dddfce5a0e61e805,dddfce5a0e61e805:4:user,user,"These are really good. Although the 2 Alvin and Chipmunks are the same song, it's still ok.",['accept_response'],['artist']
5925,dddfce5a0e61e805,dddfce5a0e61e805:4:system,system,[MUSIC]Sorry for the repeat! here are a few more Christmas songs from Alvin & the Chipmunks for you to review,"['parroting_response', 'sympathetic_response', 'active_recommend']",['artist']
5926,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:0:user,user,Could you create a playlist that includes soft rock music to help me wind down for the evening?,"['initial_query', 'add_filter']","['theme', 'mood', 'genre']"
5927,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:0:system,system,I'd love to. Let's start off with Sweet Dreams (Are Made of This) . Do you have any favorite artists?,"['passive_recommend', 'detail_attribute_request', 'sympathetic_response']","['track', 'artist']"
5928,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:1:user,user,"You can add some Michael Bolton, Mariah Carey, Take 5, and some Aaron Neville.",['add_filter'],['artist']
5929,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:1:system,system,[MUSIC]Coming Up!,['passive_recommend'],['none']
5930,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:2:user,user,Got them! Thank you!,['accept_response'],['none']
5931,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:2:system,system,[MUSIC]Great! Let me know if you like them or not.,"['active_recommend', 'feedback_request', 'sympathetic_response']",['none']
5932,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:3:user,user,These are good. I love Bryan adams.,"['accept_response', 'add_filter']",['artist']
5933,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:3:system,system,[MUSIC]Oh Good! I sent some Ambrosia as well. Here's Aaron Neville with Feelings,"['sympathetic_response', 'active_recommend', 'passive_recommend']",['artist']
5934,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:4:user,user,Can you add more Air Supply and also Chicago?,['add_filter'],['artist']
5935,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:4:system,system,[MUSIC]Will Do!,['passive_recommend'],['none']
5936,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:5:user,user,Thank you!,['accept_response'],['none']
5937,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:5:system,system,[MUSIC]Here's Making love out of Nothing and Young Love.,['active_recommend'],['track']
5938,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:6:user,user,Sounds good.,['accept_response'],['none']
5939,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:6:system,system,[MUSIC]You couldn't have this list with Chicago. Excellent pick.,"['active_recommend', 'parroting_response', 'sympathetic_response']",['artist']
5940,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:7:user,user,Exactly! Thank you!,['accept_response'],['none']
5941,2f1bd1dcf0351b0d,2f1bd1dcf0351b0d:7:system,system,[MUSIC]Love It.1 I've enjoyed searching for these cool soft rocksounds!,"['sympathetic_response', 'passive_recommend']","['genre', 'mood']"
5942,b771688a4bdc108c,b771688a4bdc108c:0:user,user,hello. i would like a playlist while i get some work done,"['initial_query', 'greeting', 'add_filter']",['theme']
5943,b771688a4bdc108c,b771688a4bdc108c:0:system,system,Hello! Of course! Is there genre or artist that you prefer?,"['detail_attribute_request', 'sympathetic_response']","['artist', 'genre']"
5944,b771688a4bdc108c,b771688a4bdc108c:1:user,user,"i like r and b, it helps me focus",['add_filter'],['genre']
5945,b771688a4bdc108c,b771688a4bdc108c:1:system,system,[MUSIC]Awesome. I have added a few that you may like. Any artist that you like?,"['sympathetic_response', 'passive_recommend', 'detail_attribute_request']",['artist']
5946,b771688a4bdc108c,b771688a4bdc108c:2:user,user,"this selection is nice. can you add new songs ,maybe some of beyonce's","['add_filter', 'accept_response']",['artist']
5947,b771688a4bdc108c,b771688a4bdc108c:2:system,system,[MUSIC]What about these ones?,"['passive_recommend', 'feedback_request']",['none']
5948,b771688a4bdc108c,b771688a4bdc108c:3:user,user,this is beautiful. can you add more of rihanna. she's one of my favorites,"['add_filter', 'accept_response']",['artist']
5949,b771688a4bdc108c,b771688a4bdc108c:3:system,system,[MUSIC]I have added a few more of Rihanna's and similar artists.,"['passive_recommend', 'active_recommend', 'parroting_response']",['artist']
5950,b771688a4bdc108c,b771688a4bdc108c:4:user,user,i like them. i want to listen to some of sam smith songs too. can you add the,"['add_filter', 'accept_response']",['artist']
5951,b771688a4bdc108c,b771688a4bdc108c:4:system,system,[MUSIC],['passive_recommend'],['none']
5952,bf66e2a6455519fa,bf66e2a6455519fa:0:user,user,Hi wizard,['greeting'],['none']
5953,bf66e2a6455519fa,bf66e2a6455519fa:0:system,system,Hello! What would you like to listen to?,"['detail_attribute_request', 'sympathetic_response']",['none']
5954,bf66e2a6455519fa,bf66e2a6455519fa:1:user,user,I would like to listen to r&b/soul music,['add_filter'],['genre']
5955,bf66e2a6455519fa,bf66e2a6455519fa:1:system,system,[MUSIC]I added a few songs I think you might like.,['passive_recommend'],['none']
5956,bf66e2a6455519fa,bf66e2a6455519fa:2:user,user,Let's add some Maseago songs to the list,['add_filter'],['artist']
5957,bf66e2a6455519fa,bf66e2a6455519fa:2:system,system,[MUSIC]I added a few Maseago tracks you might like.,"['parroting_response', 'passive_recommend']","['track', 'artist']"
5958,bf66e2a6455519fa,bf66e2a6455519fa:3:user,user,Let's throw in some r&b from Johnne Drille,['add_filter'],"['artist', 'genre']"
